epoch,pred_loss_epoch,step,struct_loss_epoch,train_loss_epoch
0,2.4128485459807437e+17,0,0.06341291218996048,2.4128485459807437e+17
1,1.9936713171229737e+18,1,0.06344492733478546,1.9936713171229737e+18
