epoch,pred_loss_epoch,step,struct_loss_epoch,train_loss_epoch
0,3.219535797506015e+18,0,0.14139406383037567,3.219535797506015e+18
1,6.329212021553024e+19,1,0.14142972230911255,6.329212021553024e+19
