date,KORFBEV,KORWHLS,KORMCMP,KORELEC,KORCNST,KORMACH,KOROCOINF,KOEMPTOTO,KOHWRWEMP,KOWRCDURE,KOCONPRCF,KOEQUIPTE,KOWRCCNSE,KOIMPCONA
1997-12-19,-0.350829997,-0.422532918,-0.304612207,-0.197304943,-0.552994489,-0.283379307,,,,,,,,
1997-12-26,-0.24979453,-0.348642553,-0.274617772,-0.201379379,-0.35009511,-0.256597259,,,,,,,,
1997-12-31,,,,,,,-0.498754151,-0.046650528,-1.926043443,-21.23714543,2.50527859,-10.21769694,-3.575564905,-32.89525167
1998-01-02,-0.153179563,-0.152389801,-0.203731208,-0.174027455,-0.0445322,-0.180584144,,,,,,,,
1998-01-09,0.071669396,0.121530665,0.030300807,0.063195892,0.087767401,0.042127486,,,,,,,,
1998-01-16,0.268980375,0.290588488,0.308116955,0.391137202,0.13515667,0.359789991,,,,,,,,
1998-01-23,0.17467874,0.226351905,0.297034864,0.40729544,-0.056030025,0.263276203,,,,,,,,
1998-01-30,0.307485846,0.352471511,0.476138367,0.610874741,-0.022443796,0.462006082,,,,,,,,
1998-01-31,,,,,,,-1.511363781,-3.500867602,0.91968517,-18.0537435,2.344773308,-11.38178025,-13.26141016,-39.31100777
1998-02-06,0.291742597,0.359053071,0.380465975,0.492919018,-0.027610858,0.383902621,,,,,,,,
1998-02-13,0.135419542,0.070914507,0.197551608,0.280147379,-0.114518407,0.138007654,,,,,,,,
1998-02-20,0.093736657,0.008176331,0.128280697,0.209262962,-0.132736776,0.126298039,,,,,,,,
1998-02-27,0.098976686,0.048106662,0.115030663,0.169630035,-0.02266114,0.112483617,,,,,,,,
1998-02-28,,,,,,,-1.534556967,-0.095859708,-0.182231712,2.638675517,1.706918186,-1.657496509,2.891767764,6.976096228
1998-03-06,-0.001008235,-0.068744188,0.005479958,0.027930546,-0.015936272,0.021113456,,,,,,,,
1998-03-13,0.055049346,-0.007531747,0.061354529,0.065478383,0.076000649,0.126832193,,,,,,,,
1998-03-20,0.091342784,0.051424384,0.019117462,-0.011826726,0.112156279,0.072278519,,,,,,,,
1998-03-27,0.003839559,-0.033022488,-0.08723288,-0.147837187,0.092086944,-0.050967228,,,,,,,,
1998-03-31,,,,,,,-1.297035044,-0.518683449,-0.360221283,-1.047129987,-0.162866486,-14.99811116,1.882408525,32.02499705
1998-04-03,-0.109651833,-0.214452305,-0.272514289,-0.375721417,-0.050758395,-0.290416182,,,,,,,,
1998-04-10,-0.050361372,-0.177586707,-0.144288867,-0.188962861,-0.063125938,-0.155442739,,,,,,,,
1998-04-17,-0.134898456,-0.236979426,-0.181483061,-0.194313562,-0.134813281,-0.207102748,,,,,,,,
1998-04-24,-0.188499604,-0.367795378,-0.204763619,-0.178338015,-0.348369093,-0.258304788,,,,,,,,
1998-04-30,,,,,,,-0.786373646,-0.984921253,-0.372673215,0.0,0.341713781,-7.385906114,-1.882408525,1.454678315
1998-05-01,-0.096403552,-0.240136156,-0.06512436,0.016784556,-0.292850344,-0.076069454,,,,,,,,
1998-05-08,-0.160376556,-0.260299536,-0.134074853,-0.067198566,-0.429980448,-0.168813417,,,,,,,,
1998-05-15,-0.247239772,-0.377816675,-0.232567613,-0.163018374,-0.617888406,-0.309894283,,,,,,,,
1998-05-22,-0.172750775,-0.209314638,-0.194678662,-0.22743264,-0.397782953,-0.247102439,,,,,,,,
1998-05-29,-0.177730847,-0.145246778,-0.222341417,-0.248263012,-0.29919797,-0.257050992,,,,,,,,
1998-05-31,,,,,,,-0.263504764,-0.51744172,0.013701746,-7.087433959,-0.504845955,-5.001042057,0.0,-2.782431289
1998-06-05,-0.103771464,-0.072858093,-0.195826315,-0.24507702,-0.249082721,-0.214216149,,,,,,,,
1998-06-12,-0.091864032,-0.088023911,-0.232192296,-0.311014549,-0.096566141,-0.185967464,,,,,,,,
1998-06-19,-0.035899486,-0.057507506,-0.145629702,-0.16582752,-0.033853238,-0.10386254,,,,,,,,
1998-06-26,-0.043864356,-0.131678705,-0.174673492,-0.167195546,-0.13615921,-0.143735879,,,,,,,,
1998-06-30,,,,,,,-0.264200946,-0.442290271,-1.17885073,0.0,-0.425393312,-4.495138786,0.237248035,1.804044178
1998-07-03,-0.012468362,-0.112279218,-0.091223044,-0.084216034,-0.105220755,-0.041330934,,,,,,,,
1998-07-10,0.014477471,-0.0306,-0.019946142,7.93e-05,-0.05753879,0.00928,,,,,,,,
1998-07-17,0.07728173,0.069877159,0.07790515,0.129941248,-0.002355979,0.072159597,,,,,,,,
1998-07-24,0.072804767,0.110038148,0.112668712,0.122387642,0.10342618,0.139363866,,,,,,,,
1998-07-31,0.050100569,0.141776965,0.093452383,0.057077898,0.26010658,0.139751844,0.0,-0.623888909,-0.471445251,-1.709443336,0.0,1.520941866,-0.475060276,-8.633048421
1998-08-07,-0.005256242,-0.007315694,0.022784268,-0.01008394,0.133344006,0.020286138,,,,,,,,
1998-08-14,-0.047276321,-0.091227681,-0.070226529,-0.154410047,0.073381627,-0.040015092,,,,,,,,
1998-08-21,-0.042520147,-0.126369234,-0.079277257,-0.135601785,-0.007446939,-0.071832948,,,,,,,,
1998-08-28,-0.018515345,-0.177550692,-0.09712996,-0.101014927,-0.146145229,-0.143092188,,,,,,,,
1998-08-31,,,,,,,0.0,-0.122893314,-0.848673011,0.0,0.327386117,2.97419692,0.475060276,-3.062349466
1998-09-04,0.074893325,-0.137480518,-0.031265202,-0.005060731,-0.108719375,-0.089835565,,,,,,,,
1998-09-11,0.092443976,-0.0403,0.025150396,0.03844663,-0.032720576,0.000315,,,,,,,,
1998-09-18,0.082448375,-0.057131134,-0.02088706,-0.063186647,-0.02659564,0.004400706,,,,,,,,
1998-09-25,0.026705488,-0.084632986,-0.033533619,-0.064476125,-0.062647118,0.015558788,,,,,,,,
1998-09-30,,,,,,,0.790517951,0.013234123,1.056796346,6.130052586,0.424005854,8.426034362,-0.237248035,2.251948107
1998-10-02,-0.008150622,-0.060344259,-0.040332466,-0.103127451,-0.042284644,0.016995354,,,,,,,,
1998-10-09,-0.008043217,-0.003948353,0.018040914,0.002274971,0.013047581,0.101744031,,,,,,,,
1998-10-16,0.057746047,0.050480957,0.162294084,0.229141775,0.058424689,0.108525312,,,,,,,,
1998-10-23,0.070873451,0.152070509,0.188473761,0.214329564,0.15201534,0.099433232,,,,,,,,
1998-10-30,0.0729405,0.153409366,0.184060333,0.224179114,0.158917881,0.073720971,,,,,,,,
1998-10-31,,,,,,,1.82059645,0.17967882,0.677913293,8.294908298,0.341158645,3.311560878,2.347525642,-4.40866218
1998-11-06,0.113455369,0.181970912,0.204152975,0.259570308,0.148012833,0.072437412,,,,,,,,
1998-11-13,0.07618032,0.124152205,0.10298417,0.130593235,0.090786733,-0.013048096,,,,,,,,
1998-11-20,0.151003199,0.142093887,0.146540668,0.218633536,0.101684786,-0.015450439,,,,,,,,
1998-11-27,0.208588077,0.179484079,0.138583475,0.19121504,0.217375547,0.026442877,,,,,,,,
1998-11-30,,,,,,,1.788042528,-0.514161603,-0.487312964,-2.010117932,-0.341158645,6.004963378,0.6936444,34.0696485
1998-12-04,0.169285789,0.256607205,0.157166535,0.201699788,0.322990243,0.046363828,,,,,,,,
1998-12-11,0.188106321,0.429236965,0.249748493,0.262046317,0.791262012,0.257380519,,,,,,,,
1998-12-18,0.178296963,0.378365996,0.141450383,0.097899474,0.782940794,0.149945288,,,,,,,,
1998-12-25,0.16284105,0.334477509,0.173575457,0.15883401,0.655005624,0.170453162,,,,,,,,
1998-12-31,,,,,,,1.257878221,0.69710504,-0.098530308,3.00022503,-0.162866486,-5.032508389,-0.461894586,-7.105648617
1999-01-01,0.14645957,0.262667592,0.166994276,0.156659608,0.545903868,0.167042014,,,,,,,,
1999-01-08,0.258124125,0.261685204,0.204089376,0.192608044,0.393471299,0.126464901,,,,,,,,
1999-01-15,0.253241554,0.168386143,0.157774753,0.158891687,0.083117593,0.069845789,,,,,,,,
1999-01-22,0.096275749,0.039441336,0.040520999,0.057973188,-0.051121438,-0.031341281,,,,,,,,
1999-01-29,0.118873921,-0.009715428,0.032734884,0.058390468,-0.06647522,-0.068808775,,,,,,,,
1999-01-31,,,,,,,0.747201484,-0.475802661,0.454841162,5.743204909,-0.081532821,16.87895506,3.189336378,-9.413449303
1999-02-05,0.038102865,-0.099429088,-0.057683491,-0.023873664,-0.194949633,-0.164404517,,,,,,,,
1999-02-12,-0.070670659,-0.202417752,-0.123544053,-0.085888261,-0.221298696,-0.244540546,,,,,,,,
1999-02-19,-0.07966617,-0.158575067,-0.109465963,-0.073981223,-0.125924973,-0.198401334,,,,,,,,
1999-02-26,-0.065905494,-0.111379218,-0.075370712,-0.044457917,-0.099551559,-0.159453413,,,,,,,,
1999-02-28,,,,,,,0.98766235,-0.227814204,0.035092839,1.843370169,0.423246603,0.272109011,1.336322781,-12.80540117
1999-03-05,-0.017162428,-0.054597702,-0.058284779,-0.059750857,-0.033873866,-0.082847203,,,,,,,,
1999-03-12,0.090708483,0.0617,0.019520329,0.000698,0.185115861,0.0323,,,,,,,,
1999-03-19,0.171435453,0.091918377,0.085282726,0.085860167,0.142219894,0.100816328,,,,,,,,
1999-03-26,0.232787716,0.185797448,0.126876281,0.106160791,0.24272231,0.163583976,,,,,,,,
1999-03-31,,,,,,,0.978002905,1.072730756,-0.657507971,2.702867239,0.162311349,6.062462182,0.881062968,17.13495227
1999-04-02,0.220500214,0.27928976,0.176567532,0.146917737,0.298230972,0.220792398,,,,,,,,
1999-04-09,0.181454181,0.296949072,0.165341598,0.136733148,0.247485599,0.15699754,,,,,,,,
1999-04-16,0.121324618,0.254941018,0.170702081,0.138527705,0.229148642,0.100983451,,,,,,,,
1999-04-23,0.125557435,0.356418128,0.182571132,0.114126559,0.181866621,0.11034826,,,,,,,,
1999-04-30,0.178165394,0.437146922,0.147992882,0.048696254,0.183665642,0.125545198,1.209204577,0.746905484,0.246006702,0.0,0.259151425,-1.54642257,0.219058138,-10.33653829
1999-05-07,0.274267134,0.45495659,0.178750519,0.067347021,0.16561953,0.136961379,,,,,,,,
1999-05-14,0.115055011,0.281971372,0.069619797,0.003642074,-0.056958073,0.045850717,,,,,,,,
1999-05-21,0.033252826,0.145089391,-0.037250796,-0.110053676,-0.161431662,0.009027416,,,,,,,,
1999-05-28,0.038297032,0.059990587,-0.026691219,-0.086657539,-0.095400773,-0.002496505,,,,,,,,
1999-05-31,,,,,,,0.956945102,0.493513404,0.796657338,4.348511194,-0.178094437,4.569322766,0.436681917,22.7187098
1999-06-04,-0.032140769,-0.0559,0.009666863,-0.000291,-0.106314389,-0.0546,,,,,,,,
1999-06-11,0.007684683,0.127878721,0.075833942,0.098566516,-0.008365609,-0.00527606,,,,,,,,
1999-06-18,0.100214376,0.186734029,0.148785528,0.184998552,0.056026155,0.029729509,,,,,,,,
1999-06-25,0.123766927,0.278922713,0.21482546,0.290498998,0.090619314,0.056727266,,,,,,,,
1999-06-30,,,,,,,1.418463499,0.940685599,0.176621196,2.935221201,-0.585082118,-2.767472216,2.155255839,8.299966635
1999-07-02,0.225607295,0.248967935,0.250692253,0.332615036,0.112288821,0.090559484,,,,,,,,
1999-07-09,0.251040047,0.251498587,0.280217147,0.357490441,0.202146725,0.190449129,,,,,,,,
1999-07-16,0.184341214,0.125757389,0.257145654,0.35477175,0.164464218,0.21257951,,,,,,,,
1999-07-23,0.045054985,-0.037551061,0.165972758,0.271388628,0.041750233,0.148630918,,,,,,,,
1999-07-30,-0.016727427,-0.130683702,0.203545961,0.371961138,-0.008486452,0.069807367,,,,,,,,
1999-07-31,,,,,,,1.629838173,-0.019700552,1.076748262,4.445176257,-0.342885469,6.899287149,3.766135464,-29.92258724
1999-08-06,-0.151256358,-0.216075159,0.069833673,0.193363057,-0.131590668,0.005835806,,,,,,,,
1999-08-13,-0.163906606,-0.308744864,0.012693672,0.135875519,-0.217690891,-0.096005711,,,,,,,,
1999-08-20,-0.091196806,-0.269015162,-0.016348064,0.047173159,-0.069210127,-0.159780936,,,,,,,,
1999-08-27,-0.005065601,-0.136138767,0.078674286,0.16029329,0.048728602,-0.127480902,,,,,,,,
1999-08-31,,,,,,,1.148118237,1.082680508,2.143154406,3.495501503,1.025149325,3.048301673,-0.617921637,-9.476183306
1999-09-03,-0.07730154,-0.204551126,0.034004613,0.145240348,-0.036935095,-0.082694439,,,,,,,,
1999-09-10,-0.024642995,-0.091579534,0.07814415,0.155926295,0.01244701,-0.035310091,,,,,,,,
1999-09-17,-0.036917168,-0.020923246,0.073378721,0.13568068,-0.043171662,0.067577017,,,,,,,,
1999-09-24,-0.046617588,-0.033506438,0.073504456,0.146844977,-0.090130871,0.060037756,,,,,,,,
1999-09-30,,,,,,,1.360565206,1.340677826,-2.806099527,0.760459939,0.242541957,5.175508151,1.435922108,5.677421493
1999-10-01,-0.168530226,-0.155603245,-0.13561835,-0.122938178,-0.22129223,-0.050578574,,,,,,,,
1999-10-08,-0.137613117,-0.115060319,-0.146345788,-0.168067341,-0.144391133,-0.077046281,,,,,,,,
1999-10-15,-0.127098366,-0.029354562,-0.127033623,-0.129699744,-0.126731025,-0.131821296,,,,,,,,
1999-10-22,-0.138565152,-0.092621828,-0.191188245,-0.225690774,-0.14949874,-0.178071221,,,,,,,,
1999-10-29,-0.054771008,-0.039618997,-0.111406835,-0.145100546,-0.113508963,-0.052663794,,,,,,,,
1999-10-31,,,,,,,0.896866998,0.474832423,-0.00422594,9.737416403,0.756177684,0.873367997,1.415594923,4.710896685
1999-11-05,0.054872675,0.1546739,0.059121123,0.060610614,0.032427189,0.026187717,,,,,,,,
1999-11-12,0.045243787,0.16617557,0.086497888,0.157712646,-0.037944822,0.134543253,,,,,,,,
1999-11-19,0.021107532,0.098697207,0.098535891,0.176350644,-0.061699818,0.106304091,,,,,,,,
1999-11-26,-0.034627353,0.099935772,0.062540659,0.165773539,-0.16470992,0.039282429,,,,,,,,
1999-11-30,,,,,,,1.330396563,0.200764886,0.236413344,1.365208917,-0.176465916,13.97619424,1.197619105,2.126325131
1999-12-03,0.038565512,0.025315259,0.073492725,0.171247695,-0.163498804,-0.021198061,,,,,,,,
1999-12-10,0.04638038,-0.067614118,0.021469689,0.09119386,-0.209258775,0.030481003,,,,,,,,
1999-12-17,0.075576799,-0.14240646,-0.043803453,-0.012500568,-0.192464911,-0.04828591,,,,,,,,
1999-12-24,0.071858324,-0.199571634,-0.018660176,0.052202038,-0.144064832,-0.07141552,,,,,,,,
1999-12-31,0.122854315,-0.163378112,-0.010538713,0.047510282,-0.123685339,-0.071917811,0.877198607,-0.172059499,-0.178482126,-3.098354552,-0.160694234,-0.568721912,0.790517951,10.07399171
2000-01-07,-0.061898033,-0.177108985,-0.062761415,-0.023436349,-0.123901855,-0.151187694,,,,,,,,
2000-01-14,-0.046963217,-0.12526711,-0.02643402,0.034703348,-0.154709274,-0.204437038,,,,,,,,
2000-01-21,-0.146750596,-0.097867955,-0.010837401,0.073624763,-0.229394371,-0.154625898,,,,,,,,
2000-01-28,-0.152,-0.046630494,-0.000684,0.045552436,-0.102,-0.081828503,,,,,,,,
2000-01-31,,,,,,,0.869570697,-0.546816405,-0.066664825,8.058048666,0.449294722,-1.147240116,0.784317746,-8.830700635
2000-02-04,-0.128818482,-0.002037616,-0.025884913,-0.034469389,-0.054903614,-0.007351573,,,,,,,,
2000-02-11,-0.132714845,-0.090698317,-0.025332501,0.00815933,-0.169355977,0.024312881,,,,,,,,
2000-02-18,-0.134047771,-0.164654736,-0.083542507,-0.090837858,-0.170679406,0.028757995,,,,,,,,
2000-02-25,-0.074454298,-0.160556237,-0.111361927,-0.151213673,-0.18380155,-0.025937522,,,,,,,,
2000-02-29,,,,,,,0.647251451,0.254593629,-0.161192951,3.486882565,0.303732949,3.402974859,1.357925813,-3.808716296
2000-03-03,-0.10553837,-0.182652039,-0.033950632,0.030867821,-0.253421431,-0.007173185,,,,,,,,
2000-03-10,-0.015075298,0.017014712,-0.030896392,-0.004405755,-0.061777631,0.029436685,,,,,,,,
2000-03-17,-0.005702197,0.013638332,-0.020410389,-0.006835154,-0.002961606,-0.028758644,,,,,,,,
2000-03-24,0.015235098,0.074793513,0.117412988,0.204110643,-0.001544189,0.032399862,,,,,,,,
2000-03-31,0.01844445,0.072955066,0.073832805,0.140657126,-0.048008055,-0.144385329,0.856536286,0.526342188,0.30524189,-3.809984623,0.493592277,2.749944136,-0.579711768,16.55412633
2000-04-07,-0.101693028,-0.055065635,0.051536409,0.1354915,-0.119071553,-0.282851898,,,,,,,,
2000-04-14,-0.107681381,-0.119067329,-0.010377388,0.061240459,-0.047619976,-0.282577585,,,,,,,,
2000-04-21,-0.104046794,-0.163452235,-0.077924148,-0.041414598,-0.008193283,-0.311683863,,,,,,,,
2000-04-28,-0.168362288,-0.188068209,-0.17401701,-0.15803048,-0.101208296,-0.306750597,,,,,,,,
2000-04-30,,,,,,,0.637621714,0.166893203,-2.613959577,-0.649352931,-0.397867955,7.488266554,2.109378306,-1.005989034
2000-05-05,-0.102720052,-0.135360183,-0.135441455,-0.137796991,-0.045039714,-0.107450941,,,,,,,,
2000-05-12,-0.073693413,-0.139072563,-0.106858126,-0.12064143,-0.141617776,-0.103364439,,,,,,,,
2000-05-19,-0.298356507,-0.292808944,-0.06482707,0.012426963,-0.378115161,-0.32422195,,,,,,,,
2000-05-26,-0.264297744,-0.274518587,-0.169252068,-0.147543694,-0.283933891,-0.30056673,,,,,,,,
2000-05-31,,,,,,,1.263174691,0.598519742,2.348168974,3.205402629,-0.511591843,-5.518641557,2.80654529,12.06808955
2000-06-02,-0.161950022,-0.175461685,-0.006610356,0.033734837,-0.161447928,-0.190353214,,,,,,,,
2000-06-09,-0.001738975,-0.033643603,0.058871988,0.094687422,0.219514705,-0.087206423,,,,,,,,
2000-06-16,-0.004579367,-0.104273346,0.004794547,0.017488536,0.054866734,-0.100612409,,,,,,,,
2000-06-23,0.251887804,0.047715844,0.121828995,0.123902858,0.155388881,0.070718212,,,,,,,,
2000-06-30,0.310835626,0.097352837,0.159967058,0.179041607,0.147943466,0.089267617,0.833338156,0.255415899,0.546827229,3.105839702,0.511591843,-0.890477834,-1.113184037,-6.654363258
2000-07-07,0.274757723,0.051889293,0.075376866,0.073489673,0.050284235,0.07066273,,,,,,,,
2000-07-14,0.160963017,0.11636048,0.058269269,0.074944431,-0.043400902,0.073254516,,,,,,,,
2000-07-21,0.045920574,0.181845383,-0.00306373,-0.004651358,-0.001436151,0.087162748,,,,,,,,
2000-07-28,-0.110628547,0.054036152,-0.154411956,-0.212576621,-0.170565603,-0.067461488,,,,,,,,
2000-07-31,,,,,,,1.441837542,0.687320284,2.620218536,6.224230888,0.397867955,0.0,2.941388521,-1.35842528
2000-08-04,-0.1882611,0.019150577,-0.152846981,-0.197396517,-0.163533319,-0.101138379,,,,,,,,
2000-08-11,-0.180121598,-0.038109192,-0.151616455,-0.202903817,-0.223628831,-0.122826534,,,,,,,,
2000-08-18,-0.055518788,-0.057300083,-0.080691335,-0.123904217,-0.110023955,-0.067769683,,,,,,,,
2000-08-25,-0.008246564,-0.047560434,0.030612597,0.02798365,0.013973075,0.02277852,,,,,,,,
2000-08-31,,,,,,,0.611622702,0.271739298,-1.712441606,-9.962984095,0.506971935,10.19557995,-1.092907053,8.334164537
2000-09-01,0.004753679,-0.073106836,0.00163071,-0.022454087,0.043721076,0.061240508,,,,,,,,
2000-09-08,-0.016130843,-0.152860338,-0.09340964,-0.154960162,-0.013603084,-0.022936896,,,,,,,,
2000-09-15,-0.019236866,-0.171397982,-0.164919825,-0.260758726,-0.025433278,-0.088046385,,,,,,,,
2000-09-22,-0.132223436,-0.394073302,-0.325715097,-0.452278665,-0.217428923,-0.260727799,,,,,,,,
2000-09-29,-0.068782687,-0.180141787,-0.221345853,-0.323400745,-0.180586469,-0.186484201,,,,,,,,
2000-09-30,,,,,,,0.40568007,-0.06084291,-1.222796233,-1.600034135,1.287504047,-7.721955597,-3.352269204,-9.884177575
2000-10-06,-0.080512798,-0.128391715,-0.174990024,-0.243867418,-0.204403276,-0.174185681,,,,,,,,
2000-10-13,-0.145010112,-0.20092595,-0.280181422,-0.390234463,-0.296091826,-0.212558914,,,,,,,,
2000-10-20,-0.071693416,-0.026070596,-0.157615901,-0.209374326,-0.242639699,-0.130523636,,,,,,,,
2000-10-27,-0.064606963,-0.066495979,-0.194780516,-0.291065224,-0.249882983,-0.15057043,,,,,,,,
2000-10-31,,,,,,,0.0,0.443770435,-0.167923896,-1.626052087,-0.09364758,-0.524935589,0.378072284,11.30373097
2000-11-03,-0.035527545,-0.120065495,-0.112122334,-0.173787652,-0.172076692,-0.134022424,,,,,,,,
2000-11-10,-0.02186801,-0.068115058,-0.033080194,-0.077623244,-0.166170609,-0.077081781,,,,,,,,
2000-11-17,0.003225194,-0.032454169,0.017328075,-0.020830923,0.019708438,-0.005233458,,,,,,,,
2000-11-24,-0.077057643,-0.090622039,0.031264369,0.033230751,-0.012746703,-0.005778634,,,,,,,,
2000-11-30,,,,,,,0.202224538,-0.378248834,-0.272962472,-1.652930195,-0.595146627,-7.275935428,2.607224031,-5.607903873
2000-12-01,-0.102414934,-0.096105224,-0.023019163,-0.042812037,-0.037947642,-0.031544996,,,,,,,,
2000-12-08,-0.149797244,-0.090761655,-0.041854294,-0.05774659,-0.01733594,-0.075911944,,,,,,,,
2000-12-15,-0.126791504,-0.050619499,-0.011494754,0.012157555,-0.02672693,-0.069930223,,,,,,,,
2000-12-22,-0.173265862,-0.147638525,-0.096439299,-0.115578286,-0.078841172,-0.211921051,,,,,,,,
2000-12-29,-0.109533947,-0.080414077,-0.059749088,-0.086249328,0.029528605,-0.15212152,,,,,,,,
2000-12-31,,,,,,,0.0,-0.309264105,-0.001108436,-1.342302033,0.391942181,-6.630107982,-3.555098426,-3.915263162
2001-01-05,0.002865241,0.073484538,0.0773457,0.12756663,0.312465459,-0.04487184,,,,,,,,
2001-01-12,-0.026824965,0.098440722,0.073696503,0.091778259,0.216715131,-0.023863667,,,,,,,,
2001-01-19,-0.0298798,0.174999901,0.219706388,0.306584968,0.17627038,0.04278231,,,,,,,,
2001-01-26,-0.022005945,0.223677402,0.186682893,0.250270743,0.29806027,0.108088889,,,,,,,,
2001-01-31,,,,,,,0.201816416,-0.961999308,-0.218385249,0.337268448,1.073856713,3.759097394,2.631730832,-10.97065424
2001-02-02,-0.013639483,0.188030707,0.152429883,0.198152262,0.132852178,0.084039485,,,,,,,,
2001-02-09,-0.045247424,0.060194973,0.054680761,0.056862661,-0.010912889,0.042176669,,,,,,,,
2001-02-16,0.018702037,0.060996582,0.022228546,0.007282576,0.068241696,0.063194698,,,,,,,,
2001-02-23,0.118703043,0.058633024,-0.021289092,-0.091910759,0.074478885,0.12602595,,,,,,,,
2001-02-28,,,,,,,0.40241503,-0.075843765,0.250614633,5.884050002,0.494133186,-0.194363521,1.473323151,-3.33880967
2001-03-02,0.08967234,-0.008596721,-0.051532499,-0.135711637,-0.086071463,0.122710784,,,,,,,,
2001-03-09,0.054352449,-0.006116583,-0.030632906,-0.090662538,-0.097930991,0.15015961,,,,,,,,
2001-03-16,0.009748716,-0.060729805,-0.056010442,-0.092940813,-0.145908837,0.106544356,,,,,,,,
2001-03-23,-0.049737823,-0.069872277,-0.013969955,-0.003452852,-0.218454348,0.071067641,,,,,,,,
2001-03-30,-0.0805,-0.087926067,-0.000825,0.037509847,-0.271,0.003430432,,,,,,,,
2001-03-31,,,,,,,0.40080214,0.609858881,0.165826478,4.044096956,0.874171658,0.0,-0.182982668,17.10608258
2001-04-06,-0.094396753,-0.096229277,-0.028848196,-0.014107789,-0.280439746,-0.050902063,,,,,,,,
2001-04-13,-0.057952036,-0.056201318,-0.026786305,-0.006541259,-0.200653076,-0.008255388,,,,,,,,
2001-04-20,-0.01021862,0.01030208,0.030049685,0.060135915,-0.093816965,0.060124961,,,,,,,,
2001-04-27,0.028765462,0.038765115,0.019818167,0.014473584,-0.025752003,0.052334866,,,,,,,,
2001-04-30,,,,,,,0.399202127,1.650071327,0.210925759,2.706932197,0.381010901,1.160554612,1.6349138,-2.63491336
2001-05-04,0.062098694,0.114334455,0.099288224,0.104842268,0.098788803,0.117011937,,,,,,,,
2001-05-11,0.142274675,0.14177519,0.118035314,0.119775563,0.161035642,0.172235417,,,,,,,,
2001-05-18,0.131097917,0.151120192,0.118861126,0.073710611,0.181025112,0.116072047,,,,,,,,
2001-05-25,0.154378502,0.198043924,0.120175373,0.062988069,0.309957966,0.223344864,,,,,,,,
2001-05-31,,,,,,,0.79365496,0.397909191,-0.089838572,2.346148668,-0.091310309,-4.523878548,3.017087763,2.595472413
2001-06-01,0.156026233,0.158340949,0.078666512,0.020813908,0.271085455,0.31993608,,,,,,,,
2001-06-08,0.112103472,0.161058412,0.080348316,0.045516883,0.250726274,0.26047796,,,,,,,,
2001-06-15,0.127876843,0.160841111,0.048695124,-0.008692069,0.231604659,0.271761007,,,,,,,,
2001-06-22,0.082456474,0.084530068,-0.013910863,-0.101711517,0.145288949,0.297201336,,,,,,,,
2001-06-29,0.010542534,0.040990182,-0.026278541,-0.102091528,0.071743206,0.196360188,,,,,,,,
2001-06-30,,,,,,,0.591134726,0.046165921,0.188285457,3.138631382,0.288863751,-0.605450891,0.523104942,-8.325282359
2001-07-06,-0.021064275,-0.001578622,-0.067750523,-0.154556323,-0.018143268,0.087352653,,,,,,,,
2001-07-13,-0.079888787,-0.077919726,-0.135061087,-0.233229061,-0.153904199,-0.034256411,,,,,,,,
2001-07-20,-0.160346162,-0.133055799,-0.150980002,-0.182227896,-0.203918718,-0.089090098,,,,,,,,
2001-07-27,-0.152109547,-0.109835183,-0.128199792,-0.098508711,-0.235889112,-0.18840897,,,,,,,,
2001-07-31,,,,,,,0.0,0.189057765,-0.319829886,-2.272825108,0.182011274,2.59754864,-0.348432408,4.389783178
2001-08-03,-0.079847293,-0.037273862,-0.060210053,-0.009003728,-0.125623266,-0.058844429,,,,,,,,
2001-08-10,-0.052929616,-0.023886432,-0.052484817,0.005580643,-0.007277275,0.021665723,,,,,,,,
2001-08-17,-0.002007925,0.057979104,0.023649135,0.086942757,0.27568203,0.092556679,,,,,,,,
2001-08-24,0.055311182,0.020565221,0.024904569,0.040254403,0.229395615,0.084440851,,,,,,,,
2001-08-31,0.018929414,-0.07590534,-0.037578083,-0.04571217,0.146878952,-0.050357065,0.587660849,0.335732833,0.038274183,-1.447203261,0.393224947,-5.472489969,0.695654979,6.246923562
2001-09-07,-0.000317,-0.052164002,-0.015682561,-0.032710131,0.176485307,-0.095279114,,,,,,,,
2001-09-14,-0.101191829,-0.202410498,-0.163849056,-0.170530531,-0.083280631,-0.386254939,,,,,,,,
2001-09-21,-0.090104981,-0.223984818,-0.248899899,-0.324641161,-0.133086384,-0.376226104,,,,,,,,
2001-09-28,-0.022319782,-0.116185851,-0.187104455,-0.290106622,-0.039216354,-0.258752198,,,,,,,,
2001-09-30,,,,,,,0.971824947,0.284260427,0.077118878,6.216690642,-0.105716237,4.082199452,3.239840056,2.239325693
2001-10-05,-0.011650966,-0.07933837,-0.132216617,-0.225616883,-0.062530322,-0.177854225,,,,,,,,
2001-10-12,0.085061583,0.001398773,-0.022040857,-0.079882415,-0.018754587,-0.031312981,,,,,,,,
2001-10-19,0.131968498,0.098725236,0.118500393,0.106163002,0.067336707,0.150725597,,,,,,,,
2001-10-26,0.092346978,0.10030924,0.173009859,0.230336591,0.027275043,0.127322439,,,,,,,,
2001-10-31,,,,,,,0.962471337,0.086950558,-0.482407911,-1.657496509,0.0,5.069311432,-3.066679839,5.738189934
2001-11-02,0.047954574,0.064042508,0.138765933,0.213940139,0.002436131,0.070279939,,,,,,,,
