epoch,pred_loss_epoch,step,struct_loss_epoch,train_loss_epoch
0,4.740542184132968e+18,0,0.06422938406467438,4.740542184132968e+18
1,9.019162491007009e+18,1,0.06429503858089447,9.019162491007009e+18
