epoch,pred_loss_epoch,step,struct_loss_epoch,train_loss_epoch
0,1.3515140352152273e+22,0,0.06402060389518738,1.3515140352152273e+22
1,2.366629234677383e+18,1,0.06409397721290588,2.366629234677383e+18
